GPC32,1997.00 ,D:Cosmatos,PU:,SU:,col,CTxx,aw,,,|,,,,,,,,,,,,,
ICa,1974.00 ,D:Carpenter,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
ICa1,1974.00 ,D:Carpenter,PN:,SU:,prc,Ctxx,aw,lc,R(G),|,,,,,,,,,,,,,
ICa3,1976.00 ,D:Carpenter,PN:,SU:,prc,Ctxx,aw,lc,R(R) W(John Carpenter),|,,,,,,,,,,,,,
ICa5,1978.00 ,D:Carpenter,PN:,SU:,prc,Ctxx,aw,lc,R(R),|,,,,,,,,,,,,,
ICa6,1979.00 ,D:Carpenter,PN:,SU:,prc,Ctxx,aw,lc,R(R),|,,,,,,,,,,,,,
ICa8,1981.00 ,D:Carpenter,PN:,SU:,prc,"ScFi, Susp",,"NYC, NY",R(R),|,,,,,,,,,,,,,
ICa9,1982.00 ,D:Carpenter,"P:Turman, David Foster",St:Universal,\Tcol,ScFi,H,,R(R),|,,,,,,,,,,,,,
ICa10,1983.00 ,D:Carpenter,PN:,SU:,prc,Ctxx,aw,lc,R(R) W(Bill Phillips) B(St.King),|,,,,,,,,,,,,,
ICa20,1991.00 ,D:Carpenter,PN:B? Bodner,St:Regency,\Tcol,Comd,aw,"ScFi, CA",B(H.FSaint) Cost(25M) Seen(May1992),|,,,,,,,,,,,,,
ICa25,1996.00 ,D:Carpenter,PU:,S:Paramount,col,"Advt, Actn",aw,,HTTP(www.escape-la.com) R(R),|,,,,,,,,,,,,,
ICa27,1998.00 ,D:Carpenter,PN:Sandy King,S:Columbia,prc,Horr,,lc,W(Don Jakoby) M(Carpenter) R(R),|,,,,,,,,,,,,,
JDe,1974.00 ,D:J.Demme,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
JDe1,1974.00 ,D:J.Demme,PN:Evelyn Purcell,St:New World,\DeLuxe,Actn,,"prison, USA",W(J.Demme) C(Tak Fujimoto) R(R),|,,,,,,,,,,,,,
JDe3,1975.00 ,D:J.Demme,PN:Julie Corman,St:New World,col,Comd,H,; T(1950),W(Evelyn Purcell) R(PG),|,,,,,,,,,,,,,
JDe5,1976.00 ,D:J.Demme,P:Corman,St:Fox,\DeLuxe,West,H,"ranch, AR",W(J.Demme),|,,,,,,,,,,,,,
JDe8,1980.00 ,D:J.Demme,"PN:Michael Taylor, Dan Wigutow",St:U.A.,\Tcol,Susp,H,"Niagra Falls, NY",M(Rosza),|,,,,,,,,,,,,,
JDe10,1980.00 ,D:J.Demme,PN:Terry Nelson,St:Universal,\Tcol,Dram,H*,"roads, NV",R(R) W(B.Goldman),|,,,,,,,,,,,,,
JDe12,1982.00 ,D:J.Demme,PN:,St:Orion?,,Dram,,"roads, East",Er(1982?),|,,,,,,,,,,,,,
JDe14,1984.00 ,D:J.Demme,PN:,SU:,prc,Ctxx,aw,lc,Er(1984?),|,,,,,,,,,,,,,
JDe15,1984.00 ,D:J.Demme,PN:Jerry Bick,St:Warners,\Tcol,Romt,H,"factory, USA",R(PG),|,,,,,,,,,,,,,
JDe19,1987.00 ,D:J.Demme,P:J.Demme,SU:,col,Docu,RE***,"theater, USA",W(Spalding Gray),|,,,,,,,,,,,,,
JDe20,1988.00 ,D:J.Demme,PN:,St:Orion,col,Comd,,"NYC, NY",Er(Orion St?),|,,,,,,,,,,,,,
JDe23,1991.00 ,D:J.Demme,"PN:Edward Saxon, Kenneth Hutte, Ron Salzman",SU:,col,Horr,col,AA dir; AA,B(Thomas Harris) W(Ted Tally) R(R) Inc(130) Cost(19M),|,,,,,,,,,,,,,
JDe25,1992.00 ,D:J.Demme,PN:,SU:,col,BioP,col,,,|,,,,,,,,,,,,,
JDe27,1993.00 ,D:J.Demme,PN:,SU:,col,Musc,col,"Harlem, NY",,|,,,,,,,,,,,,,
JDe28,1993.00 ,D:J.Demme,"PN:J.Demme, Edwaed Saxon",St:Tristar,col,Dram,col,,W(Ron Nyswaner; AAN) M(Bruce Springsteen; AA) Cost(26M) Inc(200M),|,,,,,,,,,,,,,
JDe32,1995.00 ,D:J.Demme,PN:,SU:,col,Susp,col,,Er(D),|,,,,,,,,,,,,,
JDe35,1998.00 ,D:J.Demme,PU:,SU:,prc,Dram,-,"csd, OH; T(1873)c",B(Toni Morrison) C(Tak Fujimoto)td>|,,,,,,,,,,,,,,
JDe36,1998.00 ,D:T.Demme,PU:,SU:,prc,"Musc, BioP",,"14th street, NYC, NY",,|,,,,,,,,,,,,,
JHr,1974.00 ,D:Haley,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
JHr10,1974.00 ,D:Haley,PN:Daniel Melmick,St:MGM,"col,bnw",Musc,H**,"studio, Hollywood",W(Haley) Nt(compilation of clips) VT(),|,,,,,,,,,,,,,
JHr20,1985.00 ,D:Haley,"PN:Haley, David Niven~jr.",S:MGM-UA,\Mcol,Musc,H,,Note(compilation),|,JHr30,T:That's Entertainment III,1994.00 ,D:Haley,"PN:Haley, Daniel Melnick:",St:MGM,"col,bnw",Musc,,,Nt(compilation of clips),\rc,
JLe,1974.00 ,D:Lemmon,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
JLe10,1974.00 ,D:Lemmon,PN:Richard C,SU:,prc,CTxx,H,lc,R(PG),|,,,,,,,,,,,,,
JMS,1974.00 ,D:J.M.Silver,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
JMS1,1974.00 ,D:J.M.Silver,P:R.D.Silver,St:Midwest Films,bnw,Dram,"Z*, H**","lower east side, NYC, NY",W(Silver; AAN)R(PG),|,,,,,,,,,,,,,
JMS2,1977.00 ,D:J.M.Silver,P:R.D.Silver,St:Midwest Films,TVCcolor,Dram,H*,"newspaper office, Boston, MA",,|,,,,,,,,,,,,,
JMS7,1988.00 ,D:J.M.Silver,PN:,SU:,col,Ctxx,aw,,Seen(11Jan1989),|,,,,,,,,,,,,,
JMS9,19896.00 ,J.M.Silver,"PN:Gary Foster, Willie Hunt",St:TriStar,col,Comd,,"L.A., CA",VT() Seen(11Dec1989) Er(1986) R(PG13),|,,,,,,,,,,,,,
JMS12,1991.00 ,D:J.M.Silver,PN:,SU:,col,Ctxx,aw,,,|,,,,,,,,,,,,,
JSz,1974.00 ,D:Szwarc,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
JSz3,1980.00 ,D:Szwarc,PN:Stephen Deutsch,St:Univeral,\Tcol,Susp,H,"Amity, Long Island, NY","R(PG) CoP(D.Brown, R.Zanuck) W(Gottlieb)",|,,,,,,,,,,,,,
JSz4,1980.00 ,D:Szwarc,PN:Stephen Deutsch,St:Universal,\Tcol,Romt,H*,"Mackinac Island, MI",R(PG) M(John Barry),|,,,,,,,,,,,,,
JSz10,1983.00 ,D:Szwarc,PN:Peter Shaw,St:Embassy,col,Advt,H,lc,R(PG),|,,,,,,,,,,,,,
JSz12,1984.00 ,D:Szwarc,"PN:Pierre Spengler, Timothy Burrill",St:Catharus,col,Fant,H*,lc,R(PG),|,,,,,,,,,,,,,
JuJ,1974.00 ,D:Jaeckin,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
JuJ1,1974.00 ,D:Jaeckin,PN:Yves Rousset-Rouard,St:Trinacra,\Ecol,Porn,H*,,B(Emmanuelle Arsan) R(X),|,,,,,,,,,,,,,
JuJ2,1975.00 ,D:Jaekin,PN:,SU:,prc,Ctxx,aw,lc,R(X) Er(Jaekin D?),|,,,,,,,,,,,,,
JuJ3,1976.00 ,D:Jaeckin,PN:,SU:,col,Porn,,Africa,Er(Jaeckin D?),|,,,,,,,,,,,,,
JuJ4,1977.00 ,D:Jaeckin,PN:,SU:,col,Porn,,"Amazon river, Brazil",Er(Jaeckin D?),|,,,,,,,,,,,,,
JuJ5,1978.00 ,D:Jaeckin,PN:,SU:,col,Porn,,,Er(Jaeckin D?),|,,,,,,,,,,,,,
JuJ10,1981.00 ,D:Jaeckin,PN:,St:Cannon,col,Porn,H,"csd, England",|,,,,,,,,,,,,,,
JuJ15,1984.00 ,D:Jaeckin,PN:,SU:,col,Porn,,,Er(Jaeckin D?),|,,,,,,,,,,,,,
JuJ17,1985.00 ,D:Jaeckin,PN:,SU:,prc,Porn,aw,lc,R(R),|,,,,,,,,,,,,,
JuJ19,1987.00 ,D:Jaeckin,PN:,SU:,col,Porn,,"Cannes, France",Er(Jaeckin D?),|,,,,,,,,,,,,,
KBu,1974.00 ,D:Burns,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
KBu10,1981.00 ,D:Burns,PN:,St:PBS,prc,Docu,AAN,"NYC, NY",,|,,,,,,,,,,,,,
KBu20,1981.00 ,D:Burns,PN:,St:PBS,prc,Docu,aw,NY,Er(19xx),|,,,,,,,,,,,,,
KBu22,1981.00 ,D:Burns,PN:,St:PBS,TV,Docu,aw,PA,Er(19xx),|,,,,,,,,,,,,,
KBu24,1981.00 ,D:Burns,PN:,St:PBS,TV,Docu,aw,lc,Er(19xx),|,,,,,,,,,,,,,
KBu40,1990.00 ,D:Burns,PN:,St:PBS,TV,Docu,aw,"mil.inst., South",,|,,,,,,,,,,,,,
KBu45,1992.00 ,D:Burns,PN:,St:PBS,TV,Docu,aw,lc,,|,,,,,,,,,,,,,
KBu50,1997.00 ,D:Burns,"P:Burns, Edward Miller",St:PBS,\DuArt,Docu,,"WI, PA, NY, AZ",Seen(2Dec1998),|,,,,,,,,,,,,,
LoG,1974.00 ,D:Gast,prds,st,p,ct,aw,lc,nt,|,,,,,,,,,,,,,
LoG40,1997.00 ,D:Gast,PU:,SU:,col,Docu,,Zaire; T(1974),,|,,,,,,,,,,,,,
LPh,1974.00 ,D:Phillips,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
Ph4,1977.00 ,D:Phillips,PN:,SU:,TV,Dram,aw,lc,|,,,,,,,,,,,,,,
LPh10,1977.00 ,D:Phillips,PN:,SU:,prc,CTxx,aw,lc,W(Brian Taggert),|,,,,,,,,,,,,,
LPh15,1980.00 ,D:Phillips,PN:,SU:,prc,CTxx,aw,lc,W(James Lee) Er(19xx?),|,,,,,,,,,,,,,
MBn,1974.00 ,D:Bolognini,prds,st,p,ct,aw,lc,nt,|,,,,,,,,,,,,,
MBn10,1974.00 ,D:Bolognini,PU:,SU:,prc,"Hist, Dram",,"Bologno, Italy; T(1800)",,|,,,,,,,,,,,,,
MiD,1974.00 ,D:Drach,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
MiD10,1974.00 ,D:Drach,PN:,SU:,prc,BioP,aw,T(1944),,|,,,,,,,,,,,,,
MiD20,1974.00 ,D:Drach,PN:,SU:,prc,BioP,aw,,,|,,,,,,,,,,,,,
MLd,1974.00 ,D:Ludcke,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
MLd10,1978.00 ,D:Ludcke,PN:,St:Regina Ziegler Film,prc,Dram,aw,"GBerlin, Germany",,|,,,,,,,,,,,,,
MLi,1974.00 ,D:Light,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
MLi10,1974.00 ,D:Light,"PN:Bill Osco, Howard Ziem",St:Graffiti,col,Porn,,,CoD(Michael Benveniste) R(X) V(Jim Danforth),|,,,,,,,,,,,,,
NSi,1974.00 ,D:N.Simon,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
NSi10,1974.00 ,D:N.Simon,PN:,SU:,prc,Ctxx,aw,lc,Er(yy),|,,,,,,,,,,,,,
PGD,1974.00 ,D:GranierDeferre,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
PGD10,1974.00 ,D:GranierDeferre,PN:,SU:,prc,Ctxx,aw,lc,Lang(\Fr),|,,,,,,,,,,,,,
PGD11,1974.00 ,D:GranierDeferre,PU:,SU:,prc,Susp,,lc,T(orig),|,,,,,,,,,,,,,
RBl,1974.00 ,D:Blackburn,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
RBl10,1974.00 ,D:Blackburn,PN:Robert Fern,St:Media Cinema,col,Horr,aw,"csd, GA; T(1920)",,|,,,,,,,,,,,,,
SBs,1974.00 ,D:Bass,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
SBs10,1974.00 ,D:Bass,PN:Paul B. Radin,St:Paramount,\Tcol,ScFi,H,"desert, AZ",R(PG),|,,,,,,,,,,,,,
StC,1974.00 ,D:S.Carver,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
StC10,1974.00 ,D:S.Carver,P:Corman,St:Santa Cruz,\Mcol,Advt,H,,"R(R) W(Frances Doel, William Norton)",|,,,,,,,,,,,,,
StC12,1967.00 ,D:S.Carver,PN:Ralph Serpe,S:deLaurentiis,\Mcol,Dram,H,"bordello, New Orleans, LA; T(1860)","Ser(Mandingo, 2)",|,,,,,,,,,,,,,
StC20,1981.00 ,D:S.Carver,PN:,St:Wescom,\CFcol,Advt,H,,R(R),|,,,,,,,,,,,,,
StC30,1983.00 ,D:S.Carver,PN:,St:Orion,\DeLuxe,West,H,,R(PG),|,,,,,,,,,,,,,
ToA,1974.00 ,D:Andersen,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
ToA10,1974.00 ,D:Andersen,PN:,SU:,bnw,BioP,aw,"Stanford, CA T(1890)",,|,,,,,,,,,,,,,
ToH,1974.00 ,D:T.Hooper,prds,st.,p,ct,aw,lc,nt,|,,,,,,,,,,,,,
ToH1,1974.00 ,D:T.Hooper,PN:Hooper,St:Vortex,\CFIcol,Horr,H,"csd, TX","Alt( T:The Texas Chainsaw Massacre) Ser(Chainsaw, 1; The original Slasher movie) R(;banned in \GB)",|,,,,,,,,,,,,,
ToH3,1976.00 ,D:T.Hooper,PN:Mohaammed Rustam,St:Mars,col,Horr,H,lc,Alt(T:Death Trap; USA) info,TbH2,,WAS:USA,,x,|,,,,,,,,
ToH10,1977.00 ,D:T.Hooper,PN:,SU:,prc,CTxx,aw,lc,R(R),|,,,,,,,,,,,,,
ToH14,1981.00 ,D:T.Hooper,PN:,SU:,col,Horr,|,,,,,,,,,,,,,,,,
ToH20,1982.00 ,D:T.Hooper,P:Spielberg,St:MGM,\Mcol,Fant,H**,"suburb, USA","R(PG) M(Goldsmith: AAN) V(Richard Edlund, Michael Wood, Bruce Nicholson; AAN)",|,,,,,,,,,,,,,
ToH26,1985.00 ,D:T.Hooper,PN:,SU:,col,Horr,,,B(Colin Wilson: The Space Vampires),|,,,,,,,,,,,,,
ToH30,1986.00 ,D:T.Hooper,"P:Golan, Yoram Globus",St:Cannon,\TVCcol,ScFi,H,lc,,|,,,,,,,,,,,,,
ToH40,1995.00 ,D:T.Hooper,PN:,SU:,prc,Horr,,lc,B(St.King),|,,,,,,,,,,,,,
VSt,1974.00 ,D:V.Stone,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
VSt10,1974.00 ,D:V.Stone,PN:,SU:,prc,CTxx,aw,lc,,|,,,,,,,,,,,,,
xGr,1974.00 ,D:Greene,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
xGr10,1974.00 ,D:Greene,PN:,SL:GB,prc,CTxx,aw,lc,R(PG) B(Dumas) W(Edmond Dantes),|,,,,,,,,,,,,,
YRa,1974.00 ,D:Rainer,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
YRa10,1974.00 ,D:Rainer,PN:,SU:,prc,Dram,aw,lc,C(Mangolte),|,,,,,,,,,,,,,
Z74,1974.00 ,D:UnYear74,prds,st,p,ct,aw,lc,nt,|,,,,,,,,,,,,,
Z7410,1974.00 ,D:UnYear74,PU:,SU:,prc,"Comd,Horr",aw,"MGM backlot, Hollywood, CA",,|,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"1975: Interesting Movies, after 1975",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
ClW,1975.00 ,D:Weill,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
ClW10,1975.00 ,D:Weill,PN:,SU:,prc,CTxx,aw,lc,R(R) W(Eleanor Bergstein),|,,,,,,,,,,,,,
ClW20,1978.00 ,D:Weill,P:Weill,SU:,prc,Romt,aw,lc,"W(Weill,Vicki Polon)",|,,,,,,,,,,,,,
DGi,1975.00 ,D:Giler,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
DGi10,1975.00 ,D:Giler,PN:,SU:,prc,CTxx,aw,lc,R(PG) W(David Giler),|,,,,,,,,,,,,,
DRi,1975.00 ,D:Richards,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
DRi10,1975.00 ,D:Richards,PN:Elliott Kastner,St:Avco Embassy,\Tcol,Susp,H**,,R(R) B(Raymond Chandler),|,,,,,,,,,,,,,
DRi14,1977.00 ,D:Richards,"PN:Dick Richards, Jerry~Bruckheimer",St:ITC,\Tcol,Dram,H,Tunesia,R(PG),|,,,,,,,,,,,,,
DRi20,1983.00 ,D:Richards,PN:,St:Gaylord,\DeLuxe,Dram,H,lc,R(PG) W(Erich Segal) B(Erich Segal),|,,,,,,,,,,,,,
EFo,1975.00 ,D:E.Forsyth,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
EFo10,1975.00 ,D:E.Forsyth,PN:,SU:,prc,CTxx,H-,,"Er(19xx) W(Paul Pompian, H.F. Green)",|,,,,,,,,,,,,,
HeB,1975.00 ,D:Babenco,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
HeB1,1975.00 ,D:Babenco,PN:,SU:,,Dram,,Brazil,Lang(\Pg),|,,,,,,,,,,,,,
HeB3,1978.00 ,D:Babenco,PN:,SU:,,Dram,,Brazil,Lang(\Pg),|,,,,,,,,,,,,,
HeB5,1980.00 ,D:Babenco,PN:,SU:,,Docu,,Brazil,Lang(\Pg),|,,,,,,,,,,,,,
HeB10,1985.00 ,D:Babenco,PN:,SL:Brazil,,Romt,,"jail, South America",B(Manuel Puig),|,,,,,,,,,,,,,
HeB12,1986.00 ,D:Babenco,PN:,St:Columbia,,Romt,col,"Albany, NY",B(William Kennedy) Seen(Nov1991),|,,,,,,,,,,,,,
HeB15,1990.00 ,D:Babenco,PN:Saul Zaentz,St:Universal,col,Docu,,"csd, Brazil",W(JeanClaude Carriere) R(R) Cost(36M) Le(3:10h),|,,,,,,,,,,,,,
JCT,1975.00 ,D:Tacchella,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
JCT1,1975.00 ,D:Tacchella,PN:Bertrand Javal,St:Gaumont,\Ecol,,H**,"csd, France",,|,,,,,,,,,,,,,
JiS,1975.00 ,D:Sharman,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
JiS10,1975.00 ,D:Sharman,PN:Michael White,St:Fox SL:\GB,col,Horr,aw,lc,"W(Sharman, Richard OBrien) R(R)",|,,,,,,,,,,,,,
JKp,1975.00 ,D:J.Kaplan,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
JKp8,1975.00 ,D:J.Kaplan,PN:,SU:,prc,CTxx,aw,lc,"R(PG) W(Ken Friedman, Jonathan Kaplan)",|,,,,,,,,,,,,,
JKp10,1976.00 ,D:J.Kaplan,PN:,SU:,prc,Ctxx,aw,lc,,|,,,,,,,,,,,,,
JKp15,1980.00 ,D:J.Kaplan,PN:,SU:,col,Actn,CG**,lc,R(PG),|,,,,,,,,,,,,,
JKp18,1982.00 ,D:J.Kaplan,PN:Charles Rovin,St:Aurora,\CFcol,Actn,H*,"garage, USA",R(PG),|,,,,,,,,,,,,,
JKp20,1983.00 ,D:J.Kaplan,PN:,SU:,prc,CTxx,aw,lc,Er(19xx),|,,,,,,,,,,,,,
JKp30,1989.00 ,D:J.Kaplan,PN:,SU:,prc,Dram,aw,lc,,|,,,,,,,,,,,,,
JKp32,1992.00 ,D:J.Kaplan,PN:,SU:,prc,Susp,aw,"L.A., CA",,|,,,,,,,,,,,,,
JKp33,1992.00 ,D:J.Kaplan,"PN:Sarah Pillsbury, Midge Sanford",St:Orion,\DeLuxe,Ctxx,,lc,W(Roos),|,,,,,,,,,,,,,
JKp35,1994.00 ,D:J.Kaplan,PN:,S:Obst,col,West,,lc,,|,,,,,,,,,,,,,
LQJ,1975.00 ,D:L.Q.Jones,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
LQJ10,1975.00 ,D:L.Q.Jones,PN:,SU:,prc,CTxx,aw,lc,R(R) B(Harlan Ellison),|,,,,,,,,,,,,,
MxA,1975.00 ,D:Angel,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
MxA10,1975.00 ,D:Angel,"PN:Gary Wiliams, Mickey Belski",St:Mirror,col,Horr,aw,"L.A., CA",CoD(Don Jones) R(R),|,,,,,,,,,,,,,
NSg,1975.00 ,D:Sgarro,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
NSg10,1975.00 ,D:Sgarro,PN:Fred Caruso,"St:Double, Cannon",\Mlab,porn,H,"NYC, NY",R(R) B(Xaviera Hollander),|,,,,,,,,,,,,,
PaC,1975.00 ,D:Chereau,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
PaC10,1975.00 ,D:Chereau,PN:,SU:,prc,Ctxx,aw,lc,B(Hadley Chase),|,,,,,,,,,,,,,
PaC20,1994.00 ,D:Chereau,PN:,SU:,prc,"Hist, Epic",aw,"Paris, France; T(1572)",Lang(/Fr),|,,,,,,,,,,,,,
PaC24,1998.00 ,D:Chereau,PU:,SU:,prc,Ctxx,,lc,,|,,,,,,,,,,,,,
RaK,1975.00 ,D:Kleiser,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
RaK3,1976.00 ,D:Kleiser,PU:,SU:,prc,Dram,,lc,,|,,,,,,,,,,,,,
RaK5,1978.00 ,D:Kleiser,"PN:Robert Stigwood, Allan Carr",St:Paramount,\Mcol,Musc,H**,"high school, USA","M(Jim Jacobs, Warren Casey; AAN)R(PG) Note(rereleased 1998)",|,,,,,,,,,,,,,
RaK7,1981.00 ,D:Kleiser,P:Kleiser,St:Columbia,\Cof,"Romt,Porm",H,"island, Pacific",R(R) W(Douglas Day Stewart) B(H. deVere Stacpole) C(Nestor Almendroz; AAN),|,,,,,,,,,,,,,
RaK8,1982.00 ,D:Kleiser,PN:,SU:,col,Romt,CG*,"island, Greece",R(R),|,,,,,,,,,,,,,
RaK9,1984.00 ,D:Kleiser,PN:,SU:,col,"Romt, Actn",CG**,"town, Midwest",R(R),|,,,,,,,,,,,,,
RaK10,1987.00 ,D:Kleiser,P:,SU:,prc,Ctxx,aw,lc,R(PG) Er(1987?),|,,,,,,,,,,,,,
RaK12,1989.00 ,D:Kleiser,PN:Jonathan D. Krane,SU:,prc,Ctxx,aw,lc,R(PG),|,,,,,,,,,,,,,
RaK15,1992.00 ,D:Kleiser,"PN:Edward Feldman, Dawn Steele",SU:,col,Comd,aw,"Las Vegas, NE",Seen(Nov1992),|,,,,,,,,,,,,,
RKi,1975.00 ,D:Kibbee,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
RKi10,1975.00 ,D:Kibbee,P:Kibbee,St:Universal,col,Ctxx,aw,lc,"W(Kibbee, Burt Lancaster) CoD(?)",|,,,,,,,,,,,,,
TGi,1975.00 ,D:Gilliam,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
TgG1,1975.00 ,D:Gilliam,PN:Mark Forrester,"St:EMI, Columbia",\Tcol,Fant,"F95,H**",England; T(500),"CoD(T.Jones) W(Graham Chapman, John Cleese, Eric Idle, Michael Palin, Gilliam)",|,,,,,,,,,,,,,
TiG2,1977.00 ,D:Gilliam,PN:,SU:,prc,Fant,aw,T(1000),"R(PG) W(Charles Alverson, Gilliam)",|,,,,,,,,,,,,,
TiG3,1979.00 ,D:Gilliam,PU:,SU:,prc,Ctxx,,lc,,|,,,,,,,,,,,,,
TGi4,1981.00 ,D:Gilliam,P:Gilliam,St:HandMade Films,\Tcol,Fant,H*,,"W(Michael Palin, Gilliam) R(PG)",|,,,,,,,,,,,,,
TGi5,1985.00 ,D:Gilliam,PN:Arnon Milchan,St:Universal,col,Fant,"H*, T90,",,"Seen(1986)? W(Gilliam, Stoppard, Charles McKeown; AAN) C(Roger Pratt) V(Norman Garwood; AAN)",|,,,,,,,,,,,,,
TGi6,1988.00 ,D:Gilliam,PN:,St:Columbia,col,Fant,,Germany; T(1780),B(Rudolph Raspe) Cost(46M),|,,,,,,,,,,,,,
TGi7,1991.00 ,D:Gilliam,PN:,S:TriStar,col,Romt,,"NYC, NY",W(LaGravenese) Le(137min),|,,,,,,,,,,,,,
TgG8,1977.00 ,D:Gilliam,PU:,SU:,prc,ScFi,,lc,Er(19xx),|,,,,,,,,,,,,,
TGi9,1998.00 ,D:Gilliam,PN:Patrick Cassavetti,S:UniversaL,prc,Dram,,T(1965),"B(Hunter S. Thompson) W(Gilliam, Tony Grisoni; orig Tod Davies) Note(Orig D Alex Cox) R(R)",|,,,,,,,,,,,,,
TNu,1975.00 ,D:Nunn,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
TNu3,1975.00 ,D:Nunn,PN:Robert Enders,St:Brut,\Tcol,Dram,H*,,B(Henrik Ibsen),|,,,,,,,,,,,,,
TNu10,1986.00 ,D:Nunn,PN:Peter Snell,St:Paramount,\Tcol,BioP,H,"court, England; T(1553)",,|,,,,,,,,,,,,,
WHl,1975.00 ,D:W.Hill,prds,st.,p,ct,aw,lc,Nt(first),|,,,,,,,,,,,,,
WHl1,1975.00 ,D:W.Hill,PN:,SU:,prc,CTxx,aw,lc,"R(PG) W(Walter Hill, Bryan Gindoff, Bruce Henstell)",|,,,,,,,,,,,,,
WHl2,1978.00 ,D:W.Hill,PN:Lawrence Gordon,St:Fox,\DeLuxe,|,,,,,,,,,,,,,,,,,
WHl4,1979.00 ,D:W.Hill,PN:Laurence Gordon,St:Paramount,\Mlab,Actn,H CG***,"NYC, NY; csd, US",R(R),|,,,,,,,,,,,,,
WHl6,1980.00 ,D:W.Hill,PN:,SU:,prc,CTxx,aw,lc,R(R),|,,,,,,,,,,,,,
WHl8,1981.00 ,D:W.Hill,PN:David Giles,St:Phoenix,col,Dram,aw,"mil.inst., swamp, LA",C(Andrew Laszlo) R(R),|,,,,,,,,,,,,,
WHl10,1982.00 ,D:W.Hill,PN:Lawrence Gordon,St:Paramount,\Mlab,Actn,H,"SFO, CA",R(R) W(Larry Gross) Seen(8Aug1992) Alt(T:48 Hours; \GB),|,,,,,,,,,,,,,
WHl15,1984.00 ,D:W.Hill,PN:,St:Universal,col,Actn,aw,NYC NY;West; T(1955),R(PG) M(: rock) C(A.Laszlo),|,,,,,,,,,,,,,
WHl20,1982.00 ,D:W.Hill,PN:,St:Paramount,\Mlab,Actn,,"SFO, CA",R(R) Inc(80M),|,,,,,,,,,,,,,
WHl30,1992.00 ,D:W.Hill,PN:Neil Canton,St:Universal,col,Actn,,"factory, East St.Louis, IL","B(Freeman Davies?) W(Zemeckis, Bob Gale) M(Ry? Coder)",|,,,,,,,,,,,,,
WHl32,1993.00 ,D:W.Hill,PN:,SU:,col,"West, BioP",,,"csd, AZ; T(1885) W(John Milius) R(PG13)",|,,,,,,,,,,,,,
WWi,1975.00 ,D:Wiard,prds,st.,p,ct,aw,lc,Nt(first?),|,,,,,,,,,,,,,
